競馬場,芝ダ,距離,条件数,消寄項目1,消寄条件1,消寄項目2,消寄条件2,消寄項目3,消寄条件3,過去該当頭数,過去複勝圏内数,過去複勝率,コース頭数,コース複勝率,リフト,該当率,消寄ランク,広すぎ注意,消寄理由
東京,芝,1400,2,距離変化帯,延長300-400m,休み明け区分,休み明け4戦目以降,,,22,0,0.0,4134,20.66,0.0,0.53,消寄A,,距離変化帯=延長300-400m + 休み明け区分=休み明け4戦目以降
東京,芝,1400,2,距離変化帯,延長300-400m,前走上り順帯,上り1-3位,,,20,0,0.0,4134,20.66,0.0,0.48,消寄A,,距離変化帯=延長300-400m + 前走上り順帯=上り1-3位
東京,芝,1400,2,距離変化帯,延長300-400m,頭数変化,今回頭数減,,,20,0,0.0,4134,20.66,0.0,0.48,消寄A,,距離変化帯=延長300-400m + 頭数変化=今回頭数減
東京,芝,1400,2,芝ダ替わり,芝→芝,距離変化帯,延長300-400m,,,71,1,1.41,4134,20.66,0.068,1.72,消寄A,,芝ダ替わり=芝→芝 + 距離変化帯=延長300-400m
東京,芝,1400,2,芝ダ替わり,ダ→芝,頭数変化,今回かなり頭数増,,,61,1,1.64,4134,20.66,0.079,1.48,消寄A,,芝ダ替わり=ダ→芝 + 頭数変化=今回かなり頭数増
東京,芝,1400,2,芝ダ替わり,ダ→芝,距離変化帯,短縮100-200m,,,55,1,1.82,4134,20.66,0.088,1.33,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=短縮100-200m
東京,芝,1400,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り6-9位,,,44,1,2.27,4134,20.66,0.11,1.06,消寄A,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り6-9位
東京,芝,1600,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,20,0,0.0,4377,22.57,0.0,0.46,消寄A,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
東京,芝,1600,2,距離変化帯,短縮300-400m,前走着差帯,2.0秒以上負け,,,53,1,1.89,4377,22.57,0.084,1.21,消寄A,,距離変化帯=短縮300-400m + 前走着差帯=2.0秒以上負け
東京,芝,1600,2,距離変化帯,延長100-200m,前走着差帯,1.5-1.9秒負け,,,42,1,2.38,4377,22.57,0.105,0.96,消寄A,,距離変化帯=延長100-200m + 前走着差帯=1.5-1.9秒負け
東京,芝,1600,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け4戦目以降,,,88,3,3.41,4377,22.57,0.151,2.01,消寄B,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け4戦目以降
東京,芝,1600,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け4戦目以降,,,57,2,3.51,4377,22.57,0.155,1.3,消寄B,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け4戦目以降
東京,芝,1600,2,前走着差帯,1.5-1.9秒負け,休み明け区分,休み明け4戦目以降,,,56,2,3.57,4377,22.57,0.158,1.28,消寄B,,前走着差帯=1.5-1.9秒負け + 休み明け区分=休み明け4戦目以降
東京,芝,1600,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け2戦目,,,51,2,3.92,4377,22.57,0.174,1.17,消寄B,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け2戦目
東京,芝,1600,2,距離変化帯,延長100-200m,前走着差帯,1.0-1.4秒負け,,,92,4,4.35,4377,22.57,0.193,2.1,消寄B,,距離変化帯=延長100-200m + 前走着差帯=1.0-1.4秒負け
東京,芝,1600,2,前走着差帯,1.0-1.4秒負け,休み明け区分,休み明け2戦目,,,155,7,4.52,4377,22.57,0.2,3.54,消寄B,,前走着差帯=1.0-1.4秒負け + 休み明け区分=休み明け2戦目
東京,芝,1600,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,84,4,4.76,4377,22.57,0.211,1.92,消寄B,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
東京,芝,1600,2,前走着差帯,2.0秒以上負け,今回頭数帯,16頭以上,,,127,7,5.51,4377,22.57,0.244,2.9,消寄C,,前走着差帯=2.0秒以上負け + 今回頭数帯=16頭以上
東京,芝,1600,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,125,7,5.6,4377,22.57,0.248,2.86,消寄C,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
東京,芝,1600,2,距離変化帯,延長100-200m,前走着順帯,前走10着以下,,,169,10,5.92,4377,22.57,0.262,3.86,消寄C,,距離変化帯=延長100-200m + 前走着順帯=前走10着以下
東京,芝,1600,2,距離変化帯,延長100-200m,休み明け区分,休み明け4戦目以降,,,155,10,6.45,4377,22.57,0.286,3.54,消寄C,,距離変化帯=延長100-200m + 休み明け区分=休み明け4戦目以降
東京,芝,1600,2,芝ダ替わり,ダ→芝,前走着順帯,前走10着以下,,,154,10,6.49,4377,22.57,0.288,3.52,消寄C,,芝ダ替わり=ダ→芝 + 前走着順帯=前走10着以下
東京,芝,1600,2,前走着順帯,前走10着以下,頭数変化,同頭数,,,191,14,7.33,4377,22.57,0.325,4.36,消寄C,,前走着順帯=前走10着以下 + 頭数変化=同頭数
東京,芝,1600,2,距離変化帯,延長100-200m,前走上り順帯,上り10位以下,,,134,10,7.46,4377,22.57,0.331,3.06,消寄C,,距離変化帯=延長100-200m + 前走上り順帯=上り10位以下
東京,芝,1600,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,120,9,7.5,4377,22.57,0.332,2.74,消寄C,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
東京,芝,1600,2,芝ダ替わり,ダ→芝,今回頭数帯,16頭以上,,,143,11,7.69,4377,22.57,0.341,3.27,消寄C,,芝ダ替わり=ダ→芝 + 今回頭数帯=16頭以上
東京,芝,1600,2,芝ダ替わり,ダ→芝,前走脚質帯,差し/中団,,,104,8,7.69,4377,22.57,0.341,2.38,消寄C,,芝ダ替わり=ダ→芝 + 前走脚質帯=差し/中団
東京,芝,1800,2,距離変化帯,短縮500m以上,今回頭数帯,16頭以上,,,24,0,0.0,3488,24.8,0.0,0.69,消寄A,,距離変化帯=短縮500m以上 + 今回頭数帯=16頭以上
東京,芝,1800,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,20,0,0.0,3488,24.8,0.0,0.57,消寄A,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
東京,芝,1800,2,距離変化帯,延長300-400m,前走着順帯,前走1着,,,20,0,0.0,3488,24.8,0.0,0.57,消寄A,,距離変化帯=延長300-400m + 前走着順帯=前走1着
東京,芝,1800,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,84,1,1.19,3488,24.8,0.048,2.41,消寄A,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
東京,芝,1800,2,前走着差帯,1.0-1.4秒負け,休み明け区分,休み明け3戦目,,,52,1,1.92,3488,24.8,0.078,1.49,消寄A,,前走着差帯=1.0-1.4秒負け + 休み明け区分=休み明け3戦目
東京,芝,1800,2,前走着差帯,1.5-1.9秒負け,頭数変化,今回かなり頭数減,,,50,1,2.0,3488,24.8,0.081,1.43,消寄A,,前走着差帯=1.5-1.9秒負け + 頭数変化=今回かなり頭数減
東京,芝,1800,2,前走着差帯,2.0秒以上負け,頭数変化,同頭数,,,41,1,2.44,3488,24.8,0.098,1.18,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=同頭数
東京,芝,1800,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角7-10番手,,,77,2,2.6,3488,24.8,0.105,2.21,消寄A,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角7-10番手
東京,芝,1800,2,芝ダ替わり,ダ→芝,距離変化帯,延長300-400m,,,37,1,2.7,3488,24.8,0.109,1.06,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長300-400m
東京,芝,1800,2,芝ダ替わり,ダ→芝,頭数変化,今回頭数増,,,37,1,2.7,3488,24.8,0.109,1.06,消寄A,,芝ダ替わり=ダ→芝 + 頭数変化=今回頭数増
東京,芝,1800,2,前走着差帯,1.5-1.9秒負け,頭数変化,今回かなり頭数増,,,37,1,2.7,3488,24.8,0.109,1.06,消寄A,,前走着差帯=1.5-1.9秒負け + 頭数変化=今回かなり頭数増
東京,芝,1800,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,116,4,3.45,3488,24.8,0.139,3.33,消寄B,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
東京,芝,1800,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け4戦目以降,,,58,2,3.45,3488,24.8,0.139,1.66,消寄B,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け4戦目以降
東京,芝,1800,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け4戦目以降,,,57,2,3.51,3488,24.8,0.141,1.63,消寄B,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け4戦目以降
東京,芝,1800,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,103,4,3.88,3488,24.8,0.157,2.95,消寄B,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
東京,芝,1800,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,123,5,4.07,3488,24.8,0.164,3.53,消寄B,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
東京,芝,1800,2,芝ダ替わり,ダ→芝,前走上り順帯,上り1-3位,,,66,3,4.55,3488,24.8,0.183,1.89,消寄B,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り1-3位
東京,芝,1800,2,前走着差帯,1.5-1.9秒負け,今回頭数帯,9-11頭,,,66,3,4.55,3488,24.8,0.183,1.89,消寄B,,前走着差帯=1.5-1.9秒負け + 今回頭数帯=9-11頭
東京,芝,1800,2,芝ダ替わり,ダ→芝,前走着順帯,前走10着以下,,,102,5,4.9,3488,24.8,0.198,2.92,消寄B,,芝ダ替わり=ダ→芝 + 前走着順帯=前走10着以下
東京,芝,1800,2,前走着差帯,1.5-1.9秒負け,前走上り順帯,上り10位以下,,,126,7,5.56,3488,24.8,0.224,3.61,消寄C,,前走着差帯=1.5-1.9秒負け + 前走上り順帯=上り10位以下
東京,芝,2000,2,芝ダ替わり,ダ→芝,距離変化帯,延長500m以上,,,28,0,0.0,2653,26.69,0.0,1.06,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長500m以上
東京,芝,2000,2,距離変化帯,延長500m以上,前走上り順帯,上り1-3位,,,27,0,0.0,2653,26.69,0.0,1.02,消寄A,,距離変化帯=延長500m以上 + 前走上り順帯=上り1-3位
東京,芝,2000,2,前走着差帯,2.0秒以上負け,頭数変化,今回頭数増,,,34,1,2.94,2653,26.69,0.11,1.28,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=今回頭数増
東京,芝,2000,2,芝ダ替わり,ダ→芝,前走上り順帯,上り1-3位,,,51,2,3.92,2653,26.69,0.147,1.92,消寄B,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り1-3位
東京,芝,2000,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,70,3,4.29,2653,26.69,0.161,2.64,消寄B,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
東京,芝,2000,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け4戦目以降,,,62,3,4.84,2653,26.69,0.181,2.34,消寄B,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け4戦目以降
東京,芝,2000,2,前走着順帯,前走10着以下,休み明け区分,休み明け4戦目以降,,,131,10,7.63,2653,26.69,0.286,4.94,消寄C,,前走着順帯=前走10着以下 + 休み明け区分=休み明け4戦目以降
東京,芝,2000,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,101,8,7.92,2653,26.69,0.297,3.81,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
東京,芝,2400,2,前走着差帯,2.0秒以上負け,頭数変化,同頭数,,,24,0,0.0,2492,25.04,0.0,0.96,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=同頭数
東京,芝,2400,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け2戦目,,,22,0,0.0,2492,25.04,0.0,0.88,消寄A,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け2戦目
東京,芝,2400,2,前走着差帯,1.5-1.9秒負け,前走上り順帯,上り4-5位,,,22,0,0.0,2492,25.04,0.0,0.88,消寄A,,前走着差帯=1.5-1.9秒負け + 前走上り順帯=上り4-5位
東京,芝,2400,2,距離変化帯,短縮500m以上,前走脚質帯,追込/後方,,,21,0,0.0,2492,25.04,0.0,0.84,消寄A,,距離変化帯=短縮500m以上 + 前走脚質帯=追込/後方
東京,芝,2400,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,55,1,1.82,2492,25.04,0.073,2.21,消寄A,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
東京,芝,2400,2,距離変化帯,延長500m以上,前走着差帯,2.0秒以上負け,,,39,1,2.56,2492,25.04,0.102,1.57,消寄A,,距離変化帯=延長500m以上 + 前走着差帯=2.0秒以上負け
東京,芝,2400,2,前走上り順帯,上り10位以下,休み明け区分,休み明け3戦目,,,56,2,3.57,2492,25.04,0.143,2.25,消寄B,,前走上り順帯=上り10位以下 + 休み明け区分=休み明け3戦目
東京,芝,2400,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,54,2,3.7,2492,25.04,0.148,2.17,消寄B,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
東京,芝,2400,2,前走上り順帯,上り10位以下,頭数変化,同頭数,,,78,3,3.85,2492,25.04,0.154,3.13,消寄B,,前走上り順帯=上り10位以下 + 頭数変化=同頭数
東京,芝,2400,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角7-10番手,,,65,3,4.62,2492,25.04,0.184,2.61,消寄B,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角7-10番手
東京,芝,2400,2,前走上り順帯,上り6-9位,頭数変化,今回かなり頭数増,,,85,4,4.71,2492,25.04,0.188,3.41,消寄B,,前走上り順帯=上り6-9位 + 頭数変化=今回かなり頭数増
東京,芝,2400,2,前走着順帯,前走6-9着,今回頭数帯,16頭以上,,,147,10,6.8,2492,25.04,0.272,5.9,消寄C,,前走着順帯=前走6-9着 + 今回頭数帯=16頭以上
東京,芝,2400,2,前走上り順帯,上り10位以下,今回頭数帯,16頭以上,,,137,10,7.3,2492,25.04,0.292,5.5,消寄C,,前走上り順帯=上り10位以下 + 今回頭数帯=16頭以上
東京,芝,2400,2,前走着順帯,前走10着以下,今回頭数帯,16頭以上,,,152,12,7.89,2492,25.04,0.315,6.1,消寄C,,前走着順帯=前走10着以下 + 今回頭数帯=16頭以上
東京,芝,2500,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,24,0,0.0,339,19.76,0.0,7.08,消寄A,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
東京,芝,2500,2,距離変化帯,延長100-200m,前走着順帯,前走10着以下,,,20,0,0.0,339,19.76,0.0,5.9,消寄A,,距離変化帯=延長100-200m + 前走着順帯=前走10着以下
東京,芝,3110,2,距離変化帯,短縮100-200m,前走脚質帯,追込/後方,,,20,0,0.0,344,25.29,0.0,5.81,消寄A,,距離変化帯=短縮100-200m + 前走脚質帯=追込/後方
東京,芝,3110,2,前走着差帯,2.0秒以上負け,頭数変化,今回頭数増,,,34,1,2.94,344,25.29,0.116,9.88,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=今回頭数増
福島,ダ,1150,2,距離変化帯,短縮500m以上,休み明け区分,休み明け3戦目,,,22,0,0.0,2805,19.57,0.0,0.78,消寄A,,距離変化帯=短縮500m以上 + 休み明け区分=休み明け3戦目
福島,ダ,1150,2,距離変化帯,同距離,前走着差帯,1.5-1.9秒負け,,,20,0,0.0,2805,19.57,0.0,0.71,消寄A,,距離変化帯=同距離 + 前走着差帯=1.5-1.9秒負け
福島,ダ,1150,2,距離変化帯,短縮500m以上,前走4角位置,4角11番手以下,,,50,1,2.0,2805,19.57,0.102,1.78,消寄A,,距離変化帯=短縮500m以上 + 前走4角位置=4角11番手以下
福島,ダ,1150,2,芝ダ替わり,芝→ダ,距離変化帯,短縮500m以上,,,45,1,2.22,2805,19.57,0.114,1.6,消寄A,,芝ダ替わり=芝→ダ + 距離変化帯=短縮500m以上
福島,ダ,1150,2,距離変化帯,延長100-200m,前走4角位置,4角11番手以下,,,40,1,2.5,2805,19.57,0.128,1.43,消寄A,,距離変化帯=延長100-200m + 前走4角位置=4角11番手以下
福島,ダ,1150,2,距離変化帯,短縮500m以上,前走脚質帯,追込/後方,,,69,2,2.9,2805,19.57,0.148,2.46,消寄A,,距離変化帯=短縮500m以上 + 前走脚質帯=追込/後方
福島,ダ,1150,2,距離変化帯,延長100-200m,前走脚質帯,追込/後方,,,59,2,3.39,2805,19.57,0.173,2.1,消寄B,,距離変化帯=延長100-200m + 前走脚質帯=追込/後方
福島,ダ,1150,2,距離変化帯,短縮500m以上,前走着差帯,2.0秒以上負け,,,102,5,4.9,2805,19.57,0.25,3.64,消寄B,,距離変化帯=短縮500m以上 + 前走着差帯=2.0秒以上負け
福島,ダ,1150,2,前走脚質帯,追込/後方,頭数変化,今回かなり頭数増,,,61,3,4.92,2805,19.57,0.251,2.17,消寄B,,前走脚質帯=追込/後方 + 頭数変化=今回かなり頭数増
福島,ダ,1150,2,距離変化帯,短縮500m以上,前走着順帯,前走10着以下,,,110,6,5.45,2805,19.57,0.279,3.92,消寄C,,距離変化帯=短縮500m以上 + 前走着順帯=前走10着以下
福島,ダ,1150,2,前走着差帯,2.0秒以上負け,前走4角位置,4角7-10番手,,,134,8,5.97,2805,19.57,0.305,4.78,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角7-10番手
福島,ダ,1150,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,163,10,6.13,2805,19.57,0.313,5.81,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
福島,ダ,1150,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,194,12,6.19,2805,19.57,0.316,6.92,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
福島,ダ,1150,2,距離変化帯,短縮500m以上,今回頭数帯,16頭以上,,,121,8,6.61,2805,19.57,0.338,4.31,消寄C,,距離変化帯=短縮500m以上 + 今回頭数帯=16頭以上
福島,ダ,1150,2,前走着差帯,2.0秒以上負け,前走脚質帯,差し/中団,,,162,11,6.79,2805,19.57,0.347,5.78,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=差し/中団
福島,ダ,1150,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,161,11,6.83,2805,19.57,0.349,5.74,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
福島,ダ,1150,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,189,13,6.88,2805,19.57,0.351,6.74,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
福島,ダ,1150,2,前走着差帯,2.0秒以上負け,頭数変化,今回頭数増,,,115,8,6.96,2805,19.57,0.355,4.1,消寄C,,前走着差帯=2.0秒以上負け + 頭数変化=今回頭数増
福島,ダ,1150,2,前走4角位置,4角11番手以下,休み明け区分,休み明け初戦,,,209,15,7.18,2805,19.57,0.367,7.45,消寄C,,前走4角位置=4角11番手以下 + 休み明け区分=休み明け初戦
福島,ダ,1150,2,前走4角位置,4角11番手以下,頭数変化,今回頭数増,,,142,11,7.75,2805,19.57,0.396,5.06,消寄C,,前走4角位置=4角11番手以下 + 頭数変化=今回頭数増
福島,ダ,1700,2,距離変化帯,延長500m以上,休み明け区分,休み明け2戦目,,,31,0,0.0,3381,20.85,0.0,0.92,消寄A,,距離変化帯=延長500m以上 + 休み明け区分=休み明け2戦目
福島,ダ,1700,2,距離変化帯,延長500m以上,前走脚質帯,追込/後方,,,60,1,1.67,3381,20.85,0.08,1.77,消寄A,,距離変化帯=延長500m以上 + 前走脚質帯=追込/後方
福島,ダ,1700,2,距離変化帯,延長500m以上,前走4角位置,4角11番手以下,,,53,1,1.89,3381,20.85,0.09,1.57,消寄A,,距離変化帯=延長500m以上 + 前走4角位置=4角11番手以下
福島,ダ,1700,2,距離変化帯,延長500m以上,前走着差帯,2.0秒以上負け,,,37,1,2.7,3381,20.85,0.13,1.09,消寄A,,距離変化帯=延長500m以上 + 前走着差帯=2.0秒以上負け
福島,ダ,1700,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,123,6,4.88,3381,20.85,0.234,3.64,消寄B,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
福島,ダ,1700,2,距離変化帯,延長500m以上,今回頭数帯,12-15頭,,,115,7,6.09,3381,20.85,0.292,3.4,消寄C,,距離変化帯=延長500m以上 + 今回頭数帯=12-15頭
福島,ダ,1700,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け2戦目,,,147,9,6.12,3381,20.85,0.294,4.35,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け2戦目
福島,ダ,1700,2,芝ダ替わり,ダ→ダ,距離変化帯,延長500m以上,,,112,7,6.25,3381,20.85,0.3,3.31,消寄C,,芝ダ替わり=ダ→ダ + 距離変化帯=延長500m以上
福島,ダ,1700,2,距離変化帯,延長100-200m,前走着順帯,前走10着以下,,,217,14,6.45,3381,20.85,0.309,6.42,消寄C,,距離変化帯=延長100-200m + 前走着順帯=前走10着以下
福島,ダ,1700,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,309,20,6.47,3381,20.85,0.31,9.14,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
福島,ダ,1700,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,240,16,6.67,3381,20.85,0.32,7.1,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
福島,ダ,1700,2,前走上り順帯,上り6-9位,前走4角位置,4角11番手以下,,,185,13,7.03,3381,20.85,0.337,5.47,消寄C,,前走上り順帯=上り6-9位 + 前走4角位置=4角11番手以下
福島,ダ,1700,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り6-9位,,,156,11,7.05,3381,20.85,0.338,4.61,消寄C,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り6-9位
福島,ダ,1700,2,前走上り順帯,上り6-9位,前走脚質帯,追込/後方,,,249,18,7.23,3381,20.85,0.347,7.36,消寄C,,前走上り順帯=上り6-9位 + 前走脚質帯=追込/後方
福島,ダ,1700,2,前走4角位置,4角11番手以下,休み明け区分,休み明け初戦,,,244,18,7.38,3381,20.85,0.354,7.22,消寄C,,前走4角位置=4角11番手以下 + 休み明け区分=休み明け初戦
福島,ダ,1700,2,芝ダ替わり,芝→ダ,前走着順帯,前走10着以下,,,130,10,7.69,3381,20.85,0.369,3.85,消寄C,,芝ダ替わり=芝→ダ + 前走着順帯=前走10着以下
福島,ダ,1700,2,前走着差帯,2.0秒以上負け,頭数変化,同頭数,,,104,8,7.69,3381,20.85,0.369,3.08,消寄C,,前走着差帯=2.0秒以上負け + 頭数変化=同頭数
福島,ダ,1700,2,前走着差帯,2.0秒以上負け,前走4角位置,4角7-10番手,,,220,17,7.73,3381,20.85,0.371,6.51,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角7-10番手
福島,ダ,1700,2,前走脚質帯,追込/後方,休み明け区分,休み明け初戦,,,316,25,7.91,3381,20.85,0.379,9.35,消寄C,,前走脚質帯=追込/後方 + 休み明け区分=休み明け初戦
福島,ダ,1700,2,前走着順帯,前走10着以下,前走上り順帯,上り6-9位,,,225,18,8.0,3381,20.85,0.384,6.65,消寄C,,前走着順帯=前走10着以下 + 前走上り順帯=上り6-9位
福島,芝,1200,2,前走着差帯,2.0秒以上負け,前走上り順帯,上り1-3位,,,35,0,0.0,4540,19.93,0.0,0.77,消寄A,,前走着差帯=2.0秒以上負け + 前走上り順帯=上り1-3位
福島,芝,1200,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,28,0,0.0,4540,19.93,0.0,0.62,消寄A,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
福島,芝,1200,2,距離変化帯,短縮300-400m,前走上り順帯,上り1-3位,,,45,1,2.22,4540,19.93,0.111,0.99,消寄A,,距離変化帯=短縮300-400m + 前走上り順帯=上り1-3位
福島,芝,1200,2,距離変化帯,短縮500m以上,休み明け区分,休み明け4戦目以降,,,41,1,2.44,4540,19.93,0.122,0.9,消寄A,,距離変化帯=短縮500m以上 + 休み明け区分=休み明け4戦目以降
福島,芝,1200,2,距離変化帯,短縮500m以上,頭数変化,同頭数,,,34,1,2.94,4540,19.93,0.148,0.75,消寄A,,距離変化帯=短縮500m以上 + 頭数変化=同頭数
福島,芝,1200,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,143,5,3.5,4540,19.93,0.175,3.15,消寄B,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
福島,芝,1200,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,186,7,3.76,4540,19.93,0.189,4.1,消寄B,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
福島,芝,1200,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,65,3,4.62,4540,19.93,0.232,1.43,消寄B,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
福島,芝,1200,2,距離変化帯,短縮300-400m,前走着差帯,2.0秒以上負け,,,82,4,4.88,4540,19.93,0.245,1.81,消寄B,,距離変化帯=短縮300-400m + 前走着差帯=2.0秒以上負け
福島,芝,1200,2,前走着差帯,1.5-1.9秒負け,前走脚質帯,差し/中団,,,149,8,5.37,4540,19.93,0.269,3.28,消寄C,,前走着差帯=1.5-1.9秒負け + 前走脚質帯=差し/中団
福島,芝,1200,2,前走着差帯,2.0秒以上負け,頭数変化,同頭数,,,178,10,5.62,4540,19.93,0.282,3.92,消寄C,,前走着差帯=2.0秒以上負け + 頭数変化=同頭数
福島,芝,1200,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,276,17,6.16,4540,19.93,0.309,6.08,消寄C,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
福島,芝,1200,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,193,12,6.22,4540,19.93,0.312,4.25,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
福島,芝,1200,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,235,15,6.38,4540,19.93,0.32,5.18,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
福島,芝,1200,2,芝ダ替わり,ダ→芝,前走4角位置,4角11番手以下,,,141,9,6.38,4540,19.93,0.32,3.11,消寄C,,芝ダ替わり=ダ→芝 + 前走4角位置=4角11番手以下
福島,芝,1200,2,前走着差帯,2.0秒以上負け,今回頭数帯,16頭以上,,,347,24,6.92,4540,19.93,0.347,7.64,消寄C,,前走着差帯=2.0秒以上負け + 今回頭数帯=16頭以上
福島,芝,1200,2,芝ダ替わり,ダ→芝,前走着順帯,前走10着以下,,,382,27,7.07,4540,19.93,0.355,8.41,消寄C,,芝ダ替わり=ダ→芝 + 前走着順帯=前走10着以下
福島,芝,1200,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角7-10番手,,,126,9,7.14,4540,19.93,0.358,2.78,消寄C,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角7-10番手
